subject,predicate,object
Детеныш_Медного_Дракона_Copper_Dragon_Wyrmling,hasWis,11
Гомункул_Homunculus,hasCha,7
Рой_летучих_мышей_Swarm_of_Bats,hasCon,10
Кенку_Kenku,hasSize,Средний
Разбуженный_Куст_Awakened_Shrub,hasCha,6
Оживший_Доспех_Animated_Armor,hasImmunityToState,Отравленный
Стражник_Guard,hasSize,Средний
Взрослый_Латунный_Дракон_Adult_Brass_Dragon,hasCon,21
Врок_Vrock,hasImmunityToState,Отравленный
Гримлок_Grimlock,hasInt,9
Дуодрон_Duodrone,hasSize,Средний
Гигантский_орел_Giant_Eagle,hasWorldview,Нейтральный_добрый
Ифрит_Efreeti,hasWorldview,Законопослушный_злой
Ледяной_Дьявол_Ice_Devil,hasResistanceToDamage,Колющий
Коза_Goat,hasWorldview,Истинно_нейтральный
Маленький,type,Size
2,type,NamedIndividual
Грелл_Grell,type,Enemy
Древний_Медный_Дракон_Ancient_Copper_Dragon,type,NamedIndividual
Рой_ос_Swarm_of_Wasps,hasArmor,12
Гиппогриф_Hippogriff,hasCon,13
Гигантская_обезьяна_Giant_Ape,hasInt,7
Сахуагин_Sahuagin,hasLocation,Подземелья
Огненный_череп_Flameskull,type,NamedIndividual
Призрачный_паук_Phase_Spider,hasWorldview,Истинно_нейтральный
Доппелгангер_Doppelganger,hasArmor,14
Оживший_Доспех_Animated_Armor,hasInt,1
Драйдер_Drider,hasType,Монстр
Огр_Ogre,type,Enemy
Черный_Пудинг_Black_Pudding,hasHp,85
Саблезубый_тигр_Saber-Toothed_Tiger,hasCha,8
Больная_гигантская_крыса_Giant_Rat_Diseased,hasRank,1/8
Саблезубый_тигр_Saber-Toothed_Tiger,hasRank,2
Культист_Cultist,hasInt,10
Каменный_голем_Stone_Golem,hasImmunityToState,Истощенный
Единорог_Unicorn,hasArmor,12
Джинн_Djinni,hasWis,16
Полуросликов,type,Language
Мастиф_Mastiff,hasLocation,Подземелья
Мерроу_Merrow,hasSize,Большой
Хобгоблин_Hobgoblin,hasLocation,Подземье
Демилич_Demilich,hasImmunityToDamage,Ядовитый
Кошмар_в_шлеме_Helmed_Horror,hasImmunityToState,Ошеломлённый
Каменный_голем_Stone_Golem,hasStr,22
Куо-тоа_архисвященник_куо-тоа_Archpriest,hasCon,16
Отравленный,comment,Отравленное существо совершает с помехой броски атаки и проверки характеристик.
Детеныш_Медного_Дракона_Copper_Dragon_Wyrmling,hasImmunityToDamage,Кислотный
Волк_Wolf,hasCon,12
Альфа_грик_Grick_Alpha,hasSize,Большой
Мумия_лорд_Mummy_Lord,hasCon,17
Латунный_Дракон_Вирм_Brass_Dragon_Wyrmling,hasCha,13
Сахуагин_жрица_Sahuagin_Priestess,hasSize,Средний
Фанатик_Cult_Fanatic,hasArmor,13
Колючий_Дьявол_Spined_Devil,hasCon,12
Отравленный,type,States
Кракен_Kraken,hasCha,20
Куаггот_служитель_спор_Quaggoth_Spore_Servant,hasLocation,Равнина/луг
Грязевой_мефит_Mud_Mephit,hasHp,27
Гиена_Hyena,hasInt,2
Магмовый_мефит_Magma_Mephit,hasImmunityToDamage,Ядовитый
Грелл_Grell,hasHp,55
Манз_Manes,hasType,Исчадие
Рой_ядовитых_змей_Swarm_of_Poisonous_Snakes,hasCon,11
Медведь-оборотень_Werebear,hasHp,135
Мясной_голем_Flesh_Golem,hasType,Конструкт
Скаковая_лошадь_Riding_Horse,hasCon,12
Тролль_Troll,hasWorldview,Хаотичный_злой
Зорн_Xorn,type,NamedIndividual
Камбион_Cambion,hasResistanceToDamage,Колющий
Ворон_Raven,hasLocation,Подземье
Белый_медведь_Polar_Bear,hasRank,2
Дуегар_Duergar,hasWorldview,Законопослушный_злой
Молодой_Латунный_Дракон_Young_Brass_Dragon,hasSize,Большой
Барлгура_Barlgura,hasType,Исчадие
Гигантская_многоножка_Giant_Centipede,hasWis,7
Оживший_Доспех_Animated_Armor,type,NamedIndividual
Штормовой_великан_Storm_Giant,hasImmunityToDamage,Электрический
Гигантский_паук_Giant_Spider,hasLocation,Деревня
Верблюд_Camel,hasStr,16
Эриний_Erinyes,type,NamedIndividual
Сатир_Satyr,hasArmor,14
Костяной_Нага_Страж_Bone_Naga_Guardian,hasImmunityToDamage,Ядовитый
Гигантский_орел_Giant_Eagle,hasWis,14
Пугало_Scarecrow,hasStr,11
Огонек_Will-o'-Wisp,hasSize,Крошечный
Драйдер_Заклинатель_Drider_Spellcaster,type,NamedIndividual
Анкилозавр_Ankylosaurus,hasCha,5
Ползущий_Падальшик_Carrion_Crawler,type,NamedIndividual
Чуул_Chuul,hasCon,16
Игловая_Зараза_Needle_Blight,hasType,Растение
Теневой_демон_Shadow_Demon,hasImmunityToState,Сбитый_с_ног
Ламия_Lamia,hasType,Монстр
Древний_Серебряный_Дракон_Ancient_Silver_Dragon,hasWis,15
Виверна_Wyvern,hasStr,19
Призрак_Ghost,hasResistanceToDamage,Колющий
Гриф_Vulture,hasInt,2
Жрец_Priest,hasStr,10
Птеранодон_Pteranodon,type,Enemy
Опутанный,comment,"Скорость опутанного существа равна 0, и оно не получает выгоды ни от каких бонусов к скорости.
Броски атаки по такому существу совершаются с преимуществом, а его броски атаки — с помехой.
Существо совершает с помехой спасброски Ловкости."
Рой_ядовитых_змей_Swarm_of_Poisonous_Snakes,hasResistanceToDamage,Колющий
Бандит_Bandit,type,NamedIndividual
Мясной_голем_Flesh_Golem,hasCha,5
Магмин_Magmin,hasWorldview,Хаотичный_нейтральный
Мумия_лорд_Mummy_Lord,hasImmunityToState,Отравленный
Рой_Квипперов_Swarm_of_Quippers,hasCha,2
Рыцарь_Knight,hasArmor,18
Серая_слизь_Gray_Ooze,hasArmor,8
Ракшаса_Rakshasa,hasImmunityToDamage,Дробящий
Гигантская_муха_Giant_Fly,hasStr,14
Сахуагин_барон_Sahuagin_Baron,type,NamedIndividual
Пес_Смерти_Death_Dog,hasRank,1
Юан-ти_мерзость_Yuan-ti_Abomination,type,Enemy
Черный_Дракон_Вирм_Black_Dragon_Wyrmling,hasCon,13
Троглодит_Troglodyte,type,Enemy
Летающая_змея_Flying_Snake,hasSize,Крошечный
Рой_насекомых_Swarm_of_Insects,hasStr,3
Горностай_Weasel,type,Enemy
Дух_Wraith,hasResistanceToDamage,Колющий
22,type,Rank
Минотавр_Minotaur,hasHp,76
Гнолл_хозяин_стаи_гнолл_Pack_Lord,hasWorldview,Хаотичный_злой
Штормовой_великан_Storm_Giant,hasArmor,16
Фанатик_Cult_Fanatic,hasStr,11
Каменный_голем_Stone_Golem,hasImmunityToState,Окаменевший
Кровавый_Ястреб_Blood_Hawk,hasRank,1/8
Полтергейст_Poltergeist,hasResistanceToDamage,Холодный
Ревенант_Revenant,hasArmor,13
Коза_Goat,hasWis,10
Банши_Banshee,hasStr,1
Король/Королева_ящериц_Lizard_King/Queen,hasWorldview,Хаотичный_злой
Галеб_Дур_Galeb_Duhr,hasInt,11
Ночная_ведьма_Night_Hag,hasLanguage,Бездны
Костяной_Дьявол_Bone_Devil,hasWis,14
Орк_Глаз_Груумша_Orc_Eye_of_Gruumsh,hasSize,Средний
Балор_Balor,hasRank,19
Краб_Crab,hasWorldview,Истинно_нейтральный
Призрачный_паук_Phase_Spider,hasWis,10
Черный_Пудинг_Black_Pudding,type,NamedIndividual
Кенку_Kenku,hasCon,10
Крыса-оборотень_Wererat,type,NamedIndividual
Дроу_элитный_воин_Drow_Elite_Warrior,hasInt,11
Коричневая_туша_Umber_Hulk,hasLocation,Тропики
Лич_Lich,hasCha,16
Разбуженное_Дерево_Awakened_Tree,hasVulnerabilityToDamage,Огненный
Коза_Goat,hasType,Зверь
Серая_слизь_с_атакой_психики_Gray_Ooze_Psychic,hasHp,22
Кошмар_в_шлеме_Helmed_Horror,hasHp,60
Осьминог_Octopus,hasLocation,Побережье
Кракен_Kraken,type,Enemy
Кабан_Boar,hasCha,5
Рыцарь_смерти_Death_Knight,hasImmunityToDamage,Ядовитый
Орк_Orc,hasType,Гуманоид
Суккуб/Инкуб_Succubus/Incubus,hasWis,12
Мерцающий_Пес_Blink_Dog,hasType,Фея
Зеленая_ведьма_Green_Hag,hasLocation,Тропики
Древний_Бронзовый_Дракон_Ancient_Bronze_Dragon,hasLocation,Деревня
Гладиатор_Gladiator,type,NamedIndividual
Холмовой_великан_Hill_Giant,hasRank,5
Штормовой_великан_Storm_Giant,hasWis,18
Гигантский_паук-волк_Giant_Wolf_Spider,type,NamedIndividual
Ледяной_мефит_Ice_Mephit,hasVulnerabilityToDamage,Огненный
Пес_Смерти_Death_Dog,hasCon,14
Железный_голем_Iron_Golem,hasStr,24
Ржавый_монстр_Rust_Monster,hasStr,13
Хезроу_Hezrou,hasResistanceToDamage,Холодный
Осьминог_Octopus,hasSize,Маленький
Глабрезу_Glabrezu,hasHp,157
Холмовой_великан_Hill_Giant,hasLocation,Город
Огонек_Will-o'-Wisp,hasType,Нежить
Бурый_Медведь_Brown_Bear,hasRank,1
Краб_Crab,hasCha,2
Костяной_Дьявол_Bone_Devil,hasResistanceToDamage,Холодный
Олень_Deer,hasCha,5
Отравленный,type,NamedIndividual
Мясной_голем_Flesh_Golem,hasImmunityToDamage,Рубящий
Химера_Chimera,type,Enemy
Маг_Mage,hasWis,12
Вампир_воин_Vampire_Warrior,hasWis,15
Куаггот_Тонот_Quaggoth_Thonot,hasHp,45
Желатиновый_куб_Gelatinous_Cube,hasImmunityToState,Сбитый_с_ног
Каменный_великан_Stone_Giant,hasInt,10
hasCon,type,DatatypeProperty
Кенку_Kenku,hasRank,1/4
Дао_Dao,hasImmunityToState,Окаменевший
Морская_ведьма_Sea_Hag,hasWorldview,Хаотичный_злой
Сахуагин_жрица_Sahuagin_Priestess,type,Enemy
10,type,NamedIndividual
Охряное_желе,hasImmunityToState,Оглохший
6,type,NamedIndividual
Гидра_Hydra,hasCon,20
Истинно_нейтральный,type,NamedIndividual
Циклоп_Cyclops,hasStr,22
Анкилозавр_Ankylosaurus,hasInt,2
Джинн_Djinni,hasWorldview,Хаотичный_добрый
Серая_слизь_Gray_Ooze,hasWorldview,Истинно_нейтральный
Болтающие_рты_Gibbering_Mouther,type,NamedIndividual
Аболет_Aboleth,type,NamedIndividual
Нага_страж_Guardian_Naga,hasImmunityToState,Отравленный
Ааракокра_Aarakocra,hasLanguage,Первичный
Саблезубый_тигр_Saber-Toothed_Tiger,hasArmor,12
Горы,type,NamedIndividual
Юан-ти_Форма_проклятия_1_Yuan-ti_Malison_Type_1,hasLanguage,Бездны
Ворон_Raven,hasCha,6
Летучая_мышь_Bat,hasCha,4
Кошмар_Nightmare,hasCha,15
Пони_Pony,hasType,Зверь
Саламандра_Salamander,type,Enemy
Древний_Золотой_Дракон_Ancient_Gold_Dragon,hasLocation,Тропики
hasSizeCell,type,FunctionalProperty
Гигантский_паук_Giant_Spider,hasArmor,14
Гнолл_Клык_Иеноху_гнолл_Fang_of_Yeenoghu,hasCon,15
Удав_Constrictor_Snake,hasHp,13
Красный_Дракон_Вирм_Red_Dragon_Wyrmling,hasInt,12
Древний_Бронзовый_Дракон_Ancient_Bronze_Dragon,hasType,Дракон
Вампир_воин_Vampire_Warrior,hasResistanceToDamage,Некротический
Мумия_Mummy,hasCon,15
Рой_воронов_Swarm_of_Ravens,type,Enemy
Визгун_Shrieker,hasCha,1
Дроу_элитный_воин_Drow_Elite_Warrior,hasWis,13
Куо-тоа_куо-тоа,hasHp,18
Гуль_Ghoul,hasType,Нежить
Темная_мантия_Darkmantle,hasSize,Маленький
Банши_Banshee,hasImmunityToState,Испуганный
Гигантский_краб_Giant_Crab,hasStr,13
Теневой_демон_Shadow_Demon,hasImmunityToDamage,Холодный
Куазит_Quasit,hasResistanceToDamage,Колющий
Йочлол_Yochlol,hasResistanceToDamage,Электрический
Желатиновый_куб_Gelatinous_Cube,hasWorldview,Истинно_нейтральный
Цепной_Дьявол_Chain_Devil,hasResistanceToDamage,Холодный
Белый_медведь_Polar_Bear,hasArmor,12
Горностай_Weasel,hasCha,3
Юан-ти_Форма_проклятия_1_Yuan-ti_Malison_Type_1,hasLanguage,Драконий
Латунный_Дракон_Вирм_Brass_Dragon_Wyrmling,hasCon,13
Вампир_воин_Vampire_Warrior,hasResistanceToDamage,Колющий
Ропер_Roper,hasWorldview,Нейтральный_злой
Пентадрон_Pentadrone,hasRank,2
Багбир_Bugbear,hasInt,8
Паук_Spider,hasLocation,Подземелья
Драйдер_Drider,hasStr,16
Рой_многоножек_Swarm_of_Centipedes,hasImmunityToState,Испуганный
Ястреб_Hawk,hasLocation,Горы
Манз_Manes,type,Enemy
Виноградная_зараза_Vine_Blight,hasImmunityToState,Ослеплённый
Служитель_Acolyte,hasCha,11
Зеленый_Слаад_Green_Slaad,hasStr,18
Красный_полудракон_ветеран_Half-Red_Dragon_Veteran,hasLocation,Пустыня
Скаковая_лошадь_Riding_Horse,hasSize,Большой
Эттин_Ettin,hasLocation,Под_водой
Саблезубый_тигр_Saber-Toothed_Tiger,hasLocation,Лес
Крылатый_кобольд_Winged_Kobold,hasType,Гуманоид
Драйдер_Drider,hasHp,123
Бородатый_Дьявол_Bearded_Devil,hasInt,9
Они_Oni,hasWis,12
Носорог_Rhinoceros,hasSize,Большой
Энт_Treant,hasVulnerabilityToDamage,Огненный
Обыватель_Commoner,type,NamedIndividual
Ползущая_насыпь_Shambling_Mound,type,Enemy
Нага_страж_Guardian_Naga,type,NamedIndividual
Суккуб/Инкуб_Succubus/Incubus,hasResistanceToDamage,Электрический
